State_Code,County,County_Seat,Latitude,Longitude
IA, Wayne,Corydon,40.757767,-93.317514
IA, Pottawattamie,Council Bluffs,41.235995,-95.853154
IA, Howard,Cresco,43.371746,-92.116287
IA, Union,Creston,41.060314,-94.364727
IA, Humboldt,Dakota City,42.72383,-94.19712
IA, Scott,Davenport,41.55682,-90.603948
IA, Winneshiek,Decorah,43.301618,-91.78475
IA, Crawford,Denison,42.016443,-95.352861
IA, Polk,Des Moines,41.57259,-93.610243
IA, Dubuque,Dubuque,42.498901,-90.707258
IA, Hardin,Eldora,42.360533,-93.101295
IA, Clayton,Elkader,42.857388,-91.402831
IA, Palo Alto,Emmetsburg,43.114798,-94.679579
IA, Emmet,Estherville,43.399735,-94.834216
IA, Jefferson,Fairfield,41.006376,-91.966628
IA, Winnebago,Forest City,43.257072,-93.636541
IA, Webster,Fort Dodge,42.509863,-94.175675
IA, Lee,Fort Madison,40.620781,-91.34947
IA, Hancock,Garner,43.099971,-93.603118
IA, Mills,Glenwood,41.044701,-95.740606
IA, Adair,Greenfield,41.305694,-94.459335
IA, Grundy,Grundy Center,42.363729,-92.774017
IA, Guthrie,Guthrie Center,41.677935,-94.499153
IA, Franklin,Hampton,42.741989,-93.204992
IA, Shelby,Harlan,41.649536,-95.326794
IA, Ida,Ida Grove,42.344248,-95.473367
IA, Buchanan,Independence,42.462193,-91.903152
IA, Warren,Indianola,41.362971,-93.565545
IA, Johnson,Iowa City,41.655661,-91.530859
IA, Greene,Jefferson,42.017743,-94.379422
IA, Van Buren,Keosauqua,40.73464,-91.960305
IA, Marion,Knoxville,41.318484,-93.102624
IA, Plymouth,Le Mars,42.781514,-96.173311
IA, Decatur,Leon,40.741341,-93.755571
IA, Harrison,Logan,41.645246,-95.791322
IA, Delaware,Manchester,42.485339,-91.456086
IA, Jackson,Maquoketa,42.06053,-90.663862
IA, Iowa,Marengo,41.796205,-92.068061
IA, Marshall,Marshalltown,42.0343,-92.906266
IA, Cerro Gordo,Mason City,43.148585,-93.19984
IA, Poweshiek,Montezuma,41.582991,-92.527828
IA, Ringgold,Mount Ayr,40.714071,-94.237225
IA, Henry,Mount Pleasant,40.962205,-91.547162
IA, Muscatine,Muscatine,41.419058,-91.067946
IA, Story,Nevada,42.018473,-93.463885
IA, Chickasaw,New Hampton,43.056219,-92.314725
IA, Jasper,Newton,41.696288,-93.040267
IA, Worth,Northwood,43.444091,-93.215969
IA, Monona,Onawa,42.026476,-96.090917
IA, Sioux,Orange City,43.002344,-96.056604
IA, Mitchell,Osage,43.282673,-92.811317
IA, Clarke,Osceola,41.029726,-93.785259
IA, Mahaska,Oskaloosa,41.292209,-92.640854
IA, Wapello,Ottumwa,41.022251,-92.423263
IA, Pocahontas,Pocahontas,42.737021,-94.666046
IA, Webster,Preston,42.049179,-90.396957
IA, O'Brien,Primghar,43.086392,-95.620745
IA, Montgomery,Red Oak,41.01413,-95.224371
IA, Lyon,Rock Rapids,43.426699,-96.166393
IA, Calhoun,Rockwell City,42.398125,-94.62887
IA, Sac,Sac City,42.422042,-94.997437
IA, Osceola,Sibley,43.401476,-95.743031
IA, Fremont,Sidney,40.745895,-95.644728
IA, Keokuk,Sigourney,41.333974,-92.204448
IA, Woodbury,Sioux City,42.495668,-96.390525
IA, Clay,Spencer,43.147025,-95.152691
IA, Dickinson,Spirit Lake,43.416659,-95.113071
IA, Buena Vista,Storm Lake,42.643095,-95.19603
IA, Cedar,Tipton,41.770121,-91.128281
IA, Tama,Toledo,41.990174,-92.580342
IA, Benton,Vinton,42.163106,-92.026206
IA, Louisa,Wapello,41.177248,-91.187372
IA, Washington,Washington,41.297913,-91.693671
IA, Black Hawk,Waterloo,42.492327,-92.351947
IA, Allamakee,Waukon,43.268552,-91.478477
IA, Bremer,Waverly,42.722049,-92.469462
IA, Hamilton,Webster City,42.462407,-93.816483
IA, Fayette,West Union,42.958873,-91.813024
IA, Madison,Winterset,41.349897,-94.018065
ID, Power,American Falls,42.782846,-112.854211
ID, Butte,Arco,43.631893,-113.301033
ID, Bingham,Blackfoot,43.194228,-112.34469
ID, Ada,Boise City,43.600233,-116.2298
ID, Boundary,Bonners Ferry,48.693579,-116.317019
ID, Cassia,Burley,42.537435,-113.792602
ID, Canyon,Caldwell,43.64588,-116.659336
ID, Valley,Cascade,44.508761,-116.043627
ID, Custer,Challis,44.505779,-114.228184
ID, Kootenai,Coeur d'Alene,47.703498,-116.793861
ID, Adams,Council,44.733195,-116.436837
ID, Teton,Driggs,43.729895,-111.104018
ID, Clark,Dubois,44.171161,-112.228278
ID, Gem,Emmett,43.869228,-116.491336
ID, Camas,Fairfield,43.348045,-114.800826
ID, Gooding,Gooding,42.937048,-114.713188
ID, Idaho,Grangeville,45.925826,-116.121916
ID, Blaine,Hailey,43.512674,-114.299499
ID, Boise,Idaho City,43.827844,-115.830474
ID, Bonneville,Idaho Falls,43.488615,-112.035703
ID, Jerome,Jerome,42.718095,-114.515791
ID, Nez Perce,Lewiston,46.39313,-116.993472
ID, Oneida,Malad City,42.189909,-112.249688
ID, Latah,Moscow,46.730609,-116.998909
ID, Elmore,Mountain Home,43.13307,-115.698456
ID, Owyhee,Murphy,43.212138,-116.548501
ID, Lewis,Nezperce,46.233582,-116.241418
ID, Clearwater,Orofino,46.484943,-116.253027
ID, Bear Lake,Paris,42.227978,-111.402424
ID, Payette,Payette,44.080093,-116.926852
ID, Bannock,Pocatello,42.872223,-112.464524
ID, Franklin,Preston,42.099414,-111.880738
ID, Madison,Rexburg,43.822893,-111.790988
ID, Jefferson,Rigby,43.673587,-111.913525
ID, Minidoka,Rupert,42.618936,-113.673967
ID, Fremont,St. Anthony,43.966137,-111.684509
ID, Benewah,St. Maries,47.314589,-116.572235
ID, Lemhi,Salmon,45.174386,-113.894764
ID, Bonner,Sandpoint,48.281694,-116.560013
ID, Lincoln,Shoshone,42.936185,-114.404747
ID, Caribou,Soda Springs,42.657874,-111.586081
ID, Twin Falls,Twin Falls,42.564089,-114.461214
ID, Shoshone,Wallace,47.473578,-115.922542
ID, Washington,Weiser,44.25468,-116.968859
IL, Edwards,Albion,38.376598,-88.057625
IL, Mercer,Aledo,41.199441,-90.74633
IL, St. Clair,Belleville,38.515973,-89.989779
IL, Boone,Belvidere,42.265448,-88.887758
IL, Franklin,Benton,38.013199,-88.917372
IL, McLean,Bloomington,40.475777,-88.969912
IL, Alexander,Cairo,37.006288,-89.18288
IL, Henry,Cambridge,41.292445,-90.19092
IL, Macoupin,Carlinville,39.277475,-89.876125
IL, Clinton,Carlyle,38.622266,-89.375442
IL, White,Carmi,38.08615,-88.172062
IL, Greene,Carrollton,39.294493,-90.406894
IL, Hancock,Carthage,40.414313,-91.127709
IL, Coles,Charleston,39.48375,-88.177916
IL, Randolph,Chester,37.925757,-89.827704
IL, Cook,Chicago,41.837045,-87.684939
IL, De Witt,Clinton,40.146952,-88.963179
IL, Vermilion,Danville,40.142628,-87.610707
IL, Macon,Decatur,39.855983,-88.933746
IL, Lee,Dixon,41.844456,-89.479044
IL, Madison,Edwardsville,38.790835,-89.988605
IL, Effingham,Effingham,39.120662,-88.550859
IL, Hardin,Elizabethtown,37.449937,-88.303521
IL, Woodford,Eureka,40.714045,-89.277016
IL, Wayne,Fairfield,38.380632,-88.372524
IL, Stephenson,Freeport,42.289011,-89.634265
IL, Jo Daviess,Galena,42.42206,-90.427804
IL, Knox,Galesburg,40.950217,-90.376564
IL, Kane,Geneva,41.882072,-88.329337
IL, Pope,Golconda,37.362137,-88.486721
IL, Bond,Greenville,38.886602,-89.389425
IL, Calhoun,Hardin,39.158973,-90.623141
IL, Saline,Harrisburg,37.737717,-88.545818
IL, Mason,Havana,40.295109,-90.05781
IL, Putnam,Hennepin,41.250527,-89.314094
IL, Montgomery,Hillsboro,39.174875,-89.472213
IL, Morgan,Jacksonville,39.729151,-90.232201
IL, Jersey,Jerseyville,39.117243,-90.326718
IL, Will,Joliet,41.518768,-88.149303
IL, Union,Jonesboro,37.450952,-89.266574
IL, Kankakee,Kankakee,41.101654,-87.86369
IL, Marshall,Lacon,41.022897,-89.40633
IL, Lawrence,Lawrenceville,38.726345,-87.687289
IL, Fulton,Lewistown,40.396861,-90.15551
IL, Logan,Lincoln,40.150678,-89.370273
IL, Clay,Louisville,38.769406,-88.506858
IL, Hamilton,McLeansboro,38.090269,-88.538611
IL, McDonough,Macomb,40.470149,-90.683114
IL, Williamson,Marion,37.734445,-88.941164
IL, Clark,Marshall,39.399532,-87.691168
IL, Massac,Metropolis,37.149639,-88.687354
IL, Warren,Monmouth,40.914233,-90.643075
IL, Piatt,Monticello,40.033545,-88.574111
IL, Grundy,Morris,41.379262,-88.429292
IL, Whiteside,Morrison,41.807641,-89.961705
IL, Pulaski,Mound City,37.085676,-89.163005
IL, Wabash,Mount Carmel,38.419047,-87.769792
IL, Carroll,Mount Carroll,42.094787,-89.976908
IL, Brown,Mount Sterling,39.985353,-90.764114
IL, Jefferson,Mount Vernon,38.314205,-88.91747
IL, Jackson,Murphysboro,37.767183,-89.33241
IL, Washington,Nashville,38.353618,-89.377987
IL, Jasper,Newton,38.987252,-88.164363
IL, Richland,Olney,38.728108,-88.084219
IL, Henderson,Oquawka,40.937519,-90.949509
IL, Ogle,Oregon,42.012703,-89.335773
IL, LaSalle,Ottawa,41.353957,-88.823287
IL, Edgar,Paris,39.615081,-87.689095
IL, Ford,Paxton,40.456293,-88.103399
IL, Tazewell,Pekin,40.568757,-89.625115
IL, Peoria,Peoria,40.751641,-89.617198
IL, Menard,Petersburg,40.014288,-89.845331
IL, Perry,Pinckneyville,38.086072,-89.327036
IL, Pike,Pittsfield,39.600547,-90.81014
IL, Livingston,Pontiac,40.889253,-88.641399
IL, Bureau,Princeton,41.380565,-89.4641
IL, Adams,Quincy,39.933675,-91.379304
IL, Crawford,Robinson,39.008567,-87.73344
IL, Winnebago,Rockford,42.2593,-89.063478
IL, Rock Island,Rock Island,41.470163,-90.583113
IL, Schuyler,Rushville,40.119966,-90.566548
IL, Marion,Salem,38.627537,-88.959448
IL, Gallatin,Shawneetown,37.715906,-88.18671
IL, Shelby,Shelbyville,39.40948,-88.800038
IL, Sangamon,Springfield,39.791063,-89.644572
IL, Moultrie,Sullivan,39.595166,-88.608949
IL, DeKalb,Sycamore,41.996728,-88.677644
IL, Christian,Taylorville,39.562729,-89.308259
IL, Cumberland,Toledo,39.272782,-88.242187
IL, Stark,Toulon,41.093372,-89.863178
IL, Douglas,Tuscola,39.795912,-88.275483
IL, Champaign,Urbana,40.110126,-88.197323
IL, Fayette,Vandalia,38.974564,-89.110695
IL, Johnson,Vienna,37.413624,-88.886577
IL, Cass,Virginia,39.952942,-90.210446
IL, Monroe,Waterloo,38.341214,-90.152716
IL, Iroquois,Watseka,40.775105,-87.730374
IL, Lake,Waukegan,42.369447,-87.870898
IL, DuPage,Wheaton,41.856833,-88.108126
IL, Scott,Winchester,39.629778,-90.455964
IL, McHenry,Woodstock,42.309548,-88.435344
IL, Kendall,Yorkville,41.661736,-88.428596
IN, Noble,Albion,41.396592,-85.418694
IN, Madison,Anderson,40.089766,-85.689449
IN, Steuben,Angola,41.64109,-85.010973
IN, DeKalb,Auburn,41.367629,-85.054985
IN, Lawrence,Bedford,38.860167,-86.489503
IN, Greene,Bloomfield,39.026135,-86.937368
IN, Monroe,Bloomington,39.1637,-86.524264
IN, Wells,Bluffton,40.743479,-85.172111
IN, Warrick,Boonville,38.046674,-87.291088
IN, Clay,Brazil,39.522449,-87.124479
IN, Franklin,Brookville,39.423273,-85.01016
IN, Jackson,Brownstown,38.879079,-86.047693
IN, Perry,Cannelton,37.911543,-86.738709
IN, Whitley,Columbia City,41.163051,-85.478751
IN, Bartholomew,Columbus,39.208684,-85.919059
IN, Fayette,Connersville,39.658023,-85.141747
IN, Harrison,Corydon,38.212865,-86.125564
IN, Fountain,Covington,40.140784,-87.391689
IN, Montgomery,Crawfordsville,40.042826,-86.897545
IN, Lake,Crown Point,41.41711,-87.347425
IN, Hendricks,Danville,39.758812,-86.495282
IN, Adams,Decatur,40.828854,-84.927813
IN, Carroll,Delphi,40.583408,-86.666811
IN, Crawford,English,38.340763,-86.459156
IN, Vanderburgh,Evansville,37.987737,-87.534705
IN, Allen,Fort Wayne,41.089132,-85.1439
IN, Benton,Fowler,40.617228,-87.317929
IN, Clinton,Frankfort,40.281025,-86.521254
IN, Johnson,Franklin,39.494549,-86.05167
IN, Elkhart,Goshen,41.574921,-85.830793
IN, Putnam,Greencastle,39.641841,-86.846339
IN, Hancock,Greenfield,39.793283,-85.772548
IN, Decatur,Greensburg,39.351019,-85.501189
IN, Blackford,Hartford City,40.453659,-85.373184
IN, Huntington,Huntington,40.880825,-85.505497
IN, Marion,Indianapolis,39.776664,-86.145935
IN, Dubois,Jasper,38.393152,-86.940575
IN, Clark,Jeffersonville,38.332415,-85.696087
IN, Newton,Kentland,40.773951,-87.446454
IN, Starke,Knox,41.291003,-86.621247
IN, Howard,Kokomo,40.464011,-86.127349
IN, Tippecanoe,Lafayette,40.39941,-86.862806
IN, LaGrange,Lagrange,41.648151,-85.418071
IN, LaPorte,La Porte,41.606978,-86.713639
IN, Dearborn,Lawrenceburg,39.107385,-84.87577
IN, Boone,Lebanon,40.033106,-86.448155
IN, Union,Liberty,39.635043,-84.925123
IN, Cass,Logansport,40.748067,-86.354722
IN, Jefferson,Madison,38.758829,-85.397135
IN, Grant,Marion,40.549986,-85.66042
IN, Morgan,Martinsville,39.414711,-86.431699
IN, White,Monticello,40.745231,-86.767256
IN, Posey,Mount Vernon,37.936988,-87.895861
IN, Delaware,Muncie,40.198826,-85.395059
IN, Brown,Nashville,39.207733,-86.236172
IN, Floyd,New Albany,38.309098,-85.824458
IN, Henry,New Castle,39.919835,-85.370064
IN, Vermillion,Newport,39.884058,-87.407135
IN, Hamilton,Noblesville,40.035299,-86.000163
IN, Orange,Paoli,38.556675,-86.470437
IN, Miami,Peru,40.7592,-86.076004
IN, Pike,Petersburg,38.492236,-87.280977
IN, Marshall,Plymouth,41.349424,-86.319434
IN, Jay,Portland,40.437662,-84.983485
IN, Gibson,Princeton,38.354473,-87.579508
IN, Jasper,Rensselaer,40.939598,-87.168659
IN, Wayne,Richmond,39.832086,-84.890917
IN, Ohio,Rising Sun,38.953742,-84.853294
IN, Fulton,Rochester,41.060392,-86.198313
IN, Spencer,Rockport,37.889918,-87.054244
IN, Parke,Rockville,39.766458,-87.229465
IN, Rush,Rushville,39.617119,-85.446324
IN, Washington,Salem,38.604584,-86.097459
IN, Scott,Scottsburg,38.684468,-85.782217
IN, Shelby,Shelbyville,39.536384,-85.776911
IN, Martin,Shoals,38.665465,-86.793733
IN, St. Joseph,South Bend,41.676643,-86.268809
IN, Owen,Spencer,39.286215,-86.772462
IN, Sullivan,Sullivan,39.097292,-87.407329
IN, Vigo,Terre Haute,39.464152,-87.376036
IN, Tipton,Tipton,40.282033,-86.042326
IN, Porter,Valparaiso,41.479812,-87.052273
IN, Jennings,Vernon,38.985368,-85.610034
IN, Ripley,Versailles,39.06346,-85.256611
IN, Switzerland,Vevay,38.740556,-85.082151
IN, Knox,Vincennes,38.676102,-87.511119
IN, Wabash,Wabash,40.802752,-85.829174
IN, Kosciusko,Warsaw,41.246053,-85.848476
IN, Daviess,Washington,38.658226,-87.160361
IN, Warren,Williamsport,40.288398,-87.292274
IN, Pulaski,Winamac,41.053501,-86.603678
IN, Randolph,Winchester,40.172099,-84.977051
KS, Dickinson,Abilene,38.924483,-97.2279
KS, Wabaunsee,Alma,39.015681,-96.287096
KS, Harper,Anthony,37.158533,-98.042776
KS, Clark,Ashland,37.186661,-99.769671
KS, Atchison,Atchison,39.562552,-95.136611
KS, Rawlins,Atwood,39.8099,-101.041893
KS, Republic,Belleville,39.824337,-97.633855
KS, Mitchell,Beloit,39.464698,-98.10834
KS, Coffey,Burlington,38.193289,-95.745428
KS, Gray,Cimarron,37.80971,-100.345327
KS, Clay,Clay Center,39.381182,-97.127372
KS, Thomas,Colby,39.384801,-101.045211
KS, Comanche,Coldwater,37.267543,-99.3234
KS, Cherokee,Columbus,37.171614,-94.844076
KS, Cloud,Concordia,39.566865,-97.646767
KS, Chase,Cottonwood Falls,38.368211,-96.542755
KS, Morris,Council Grove,38.663149,-96.491782
KS, Lane,Dighton,38.48101,-100.466367
KS, Ford,Dodge City,37.760677,-100.018438
KS, Butler,El Dorado,37.820459,-96.861603
KS, Morton,Elkhart,37.003754,-101.894418
KS, Ellsworth,Ellsworth,38.732638,-98.228568
KS, Lyon,Emporia,38.402869,-96.192906
KS, Neosho,Erie,37.571661,-95.241791
KS, Greenwood,Eureka,37.826047,-96.289001
KS, Bourbon,Fort Scott,37.828,-94.704141
KS, Wilson,Fredonia,37.533095,-95.822348
KS, Finney,Garden City,37.977022,-100.851659
KS, Anderson,Garnett,38.285873,-95.241231
KS, Crawford,Girard,37.508855,-94.84552
KS, Sherman,Goodland,39.348512,-101.713819
KS, Gove,Gove City,38.959462,-100.487071
KS, Barton,Great Bend,38.359792,-98.799514
KS, Kiowa,Greensburg,37.604875,-99.289569
KS, Ellis,Hays,38.882227,-99.322225
KS, Brown,Hiawatha,39.851686,-95.537965
KS, Graham,Hill City,39.367067,-99.846041
KS, Jackson,Holton,39.469861,-95.732555
KS, Elk,Howard,37.469434,-96.263043
KS, Sheridan,Hoxie,39.355828,-100.439844
KS, Stevens,Hugoton,37.174514,-101.344689
KS, Reno,Hutchinson,38.067291,-97.90952
KS, Montgomery,Independence,37.232948,-95.71363
KS, Allen,Iola,37.927427,-95.400669
KS, Hodgeman,Jetmore,37.98662,-99.8847
KS, Stanton,Johnson City,37.570442,-101.744783
KS, Geary,Junction City,39.02722,-96.852271
KS, Wyandotte,Kansas City,39.122539,-94.741781
KS, Kingman,Kingman,37.647712,-98.115993
KS, Edwards,Kinsley,37.922377,-99.411407
KS, Rush,La Crosse,38.531837,-99.309498
KS, Kearny,Lakin,37.940016,-101.258444
KS, Pawnee,Larned,38.18339,-99.101261
KS, Douglas,Lawrence,38.960029,-95.26293
KS, Leavenworth,Leavenworth,39.322717,-94.925013
KS, Wichita,Leoti,38.483388,-101.357648
KS, Seward,Liberal,37.046111,-100.929609
KS, Lincoln,Lincoln Center,39.042955,-98.146737
KS, Osage,Lyndon,38.611908,-95.684424
KS, Rice,Lyons,38.346219,-98.204477
KS, McPherson,McPherson,38.371214,-97.660542
KS, Riley,Manhattan,39.188307,-96.605864
KS, Jewell,Mankato,39.787339,-98.208267
KS, Marion,Marion,38.353315,-97.007777
KS, Marshall,Marysville,39.84369,-96.638878
KS, Meade,Meade,37.283612,-100.343022
KS, Barber,Medicine Lodge,37.285137,-98.581185
KS, Ottawa,Minneapolis,39.124289,-97.699655
KS, Linn,Mound City,38.139532,-94.821245
KS, Ness,Ness City,38.454055,-99.904656
KS, Harvey,Newton,38.037242,-97.34506
KS, Norton,Norton,39.836219,-99.891596
KS, Thomas,Oakley,39.123456,-100.844973
KS, Decatur,Oberlin,39.82304,-100.530737
KS, Johnson,Olathe,38.882031,-94.820054
KS, Osborne,Osborne,39.440452,-98.699469
KS, Jefferson,Oskaloosa,39.215988,-95.314713
KS, Labette,Oswego,37.167641,-95.112052
KS, Franklin,Ottawa,38.60008,-95.262777
KS, Miami,Paola,38.578717,-94.861864
KS, Phillips,Phillipsburg,39.751228,-99.320984
KS, Pratt,Pratt,37.698576,-98.765936
KS, Russell,Russell,38.887455,-98.851392
KS, Cheyenne,St. Francis,39.771479,-101.801428
KS, Stafford,St. John,38.000024,-98.761071
KS, Saline,Salina,38.814003,-97.614463
KS, Scott,Scott City,38.478872,-100.903053
KS, Chautauqua,Sedan,37.128456,-96.184825
KS, Nemaha,Seneca,39.837998,-96.069608
KS, Wallace,Sharon Springs,38.894334,-101.751163
KS, Smith,Smith Center,39.774007,-98.7831
KS, Rooks,Stockton,39.425124,-99.276399
KS, Haskell,Sublette,37.482226,-100.846492
KS, Hamilton,Syracuse,37.953578,-101.796759
KS, Shawnee,Topeka,39.03468,-95.694825
KS, Greeley,Tribune,38.472037,-101.754525
KS, Doniphan,Troy,39.785178,-95.094088
KS, Grant,Ulysses,37.577342,-101.354864
KS, Trego,WaKeeney,39.023449,-99.881455
KS, Washington,Washington,39.815798,-97.048422
KS, Sumner,Wellington,37.278109,-97.406672
KS, Pottawatomie,Westmoreland,39.39416,-96.41367
KS, Sedgwick,Wichita,37.690638,-97.345836
KS, Cowley,Winfield,37.242774,-96.979674
KS, Woodson,Yates Center,37.867484,-95.75481
KY, Clinton,Albany,36.690546,-85.135489
KY, Campbell,Alexandria,38.967818,-84.384601
KY, Knox,Barbourville,36.865741,-83.883225
KY, Nelson,Bardstown,37.817665,-85.455345
KY, Carlisle,Bardwell,36.875352,-89.008943
KY, Lee,Beattyville,37.586809,-83.70688
KY, Trimble,Bedford,38.596242,-85.317138
KY, Marshall,Benton,36.848003,-88.36165
KY, Owsley,Booneville,37.473465,-83.682773
KY, Warren,Bowling Green,36.970917,-86.438461
KY, Meade,Brandenburg,37.996955,-86.180328
KY, Bracken,Brooksville,38.679432,-84.06532
KY, Edmonson,Brownsville,37.194914,-86.265255
KY, Cumberland,Burkesville,36.790074,-85.364614
KY, Boone,Burlington,39.02229,-84.721647
KY, Trigg,Cadiz,36.861544,-87.817206
KY, McLean,Calhoun,37.540312,-87.259037
KY, Taylor,Campbellsville,37.34392,-85.352238
KY, Wolfe,Campton,37.735161,-83.547241
KY, Nicholas,Carlisle,38.315787,-84.03337
KY, Carroll,Carrollton,38.679621,-85.165764
KY, Boyd,Catlettsburg,38.417041,-82.603017
KY, Hickman,Clinton,36.665793,-88.994089
KY, Adair,Columbia,37.103437,-85.307537
KY, Harrison,Cynthiana,38.382954,-84.301757
KY, Boyle,Danville,37.642067,-84.776793
KY, Webster,Dixon,37.513677,-87.688432
KY, Lyon,Eddyville,37.077409,-88.074945
KY, Metcalfe,Edmonton,36.985237,-85.622284
KY, Hardin,Elizabethtown,37.704002,-85.878881
KY, Todd,Elkton,36.816081,-87.161139
KY, Pendleton,Falmouth,38.671796,-84.330855
KY, Fleming,Flemingsburg,38.424568,-83.740487
KY, Franklin,Frankfort,38.194966,-84.865877
KY, Simpson,Franklin,36.718029,-86.557576
KY, Menifee,Frenchburg,37.953412,-83.622852
KY, Scott,Georgetown,38.260181,-84.534921
KY, Barren,Glasgow,37.004842,-85.925876
KY, Carter,Grayson,38.333895,-82.935811
KY, Green,Greensburg,37.259499,-85.49335
KY, Greenup,Greenup,38.571798,-82.826295
KY, Muhlenberg,Greenville,37.210487,-87.177572
KY, Breckinridge,Hardinsburg,37.771444,-86.450842
KY, Harlan,Harlan,36.84352,-83.316039
KY, Mercer,Harrodsburg,37.768072,-84.848781
KY, Ohio,Hartford,37.45338,-86.889849
KY, Hancock,Hawesville,37.892121,-86.755526
KY, Perry,Hazard,37.260506,-83.198235
KY, Henderson,Henderson,37.840226,-87.579795
KY, Fulton,Hickman,36.566636,-89.184029
KY, Knott,Hindman,37.334999,-82.981897
KY, Larue,Hodgenville,37.565395,-85.735778
KY, Christian,Hopkinsville,36.839284,-87.473544
KY, Leslie,Hyden,37.156789,-83.375755
KY, Kenton,Independence,38.957442,-84.547372
KY, Martin,Inez,37.869342,-82.539801
KY, Estill,Irvine,37.696432,-83.968343
KY, Breathitt,Jackson,37.565446,-83.376244
KY, Russell,Jamestown,36.990587,-85.06443
KY, Oldham,La Grange,38.397251,-85.376804
KY, Garrard,Lancaster,37.614373,-84.583209
KY, Anderson,Lawrenceburg,38.033873,-84.904701
KY, Marion,Lebanon,37.569638,-85.258938
KY, Grayson,Leitchfield,37.48624,-86.284687
KY, Fayette,Lexington,38.040678,-84.458272
KY, Casey,Liberty,37.317988,-84.930487
KY, Laurel,London,37.116776,-84.076349
KY, Lawrence,Louisa,38.111611,-82.61517
KY, Jefferson,Louisville,38.224728,-85.740614
KY, Jackson,McKee,37.430203,-83.985628
KY, Hopkins,Madisonville,37.341036,-87.503475
KY, Clay,Manchester,37.148067,-83.763792
KY, Crittenden,Marion,37.331456,-88.079121
KY, Graves,Mayfield,36.737459,-88.644491
KY, Mason,Maysville,38.650015,-83.792961
KY, Wayne,Monticello,36.841142,-84.851327
KY, Rowan,Morehead,38.190026,-83.449072
KY, Union,Morganfield,37.688895,-87.881394
KY, Butler,Morgantown,37.21741,-86.700155
KY, Robertson,Mount Olivet,38.530874,-84.033867
KY, Montgomery,Mount Sterling,38.065465,-83.948822
KY, Rockcastle,Mount Vernon,37.357071,-84.332869
KY, Hart,Munfordville,37.27887,-85.898704
KY, Calloway,Murray,36.614202,-88.322075
KY, Henry,New Castle,38.433564,-85.169238
KY, Jessamine,Nicholasville,37.889969,-84.566825
KY, Daviess,Owensboro,37.757146,-87.116725
KY, Owen,Owenton,38.539027,-84.839225
KY, Bath,Owingsville,38.136568,-83.755352
KY, McCracken,Paducah,37.070892,-88.644477
KY, Johnson,Paintsville,37.820304,-82.805967
KY, Bourbon,Paris,38.200157,-84.272689
KY, Pike,Pikeville,37.480519,-82.526269
KY, Bell,Pineville,36.747515,-83.706854
KY, Floyd,Prestonsburg,37.681556,-82.76587
KY, Caldwell,Princeton,37.106477,-87.884902
KY, Madison,Richmond,37.730691,-84.292318
KY, Logan,Russellville,36.839518,-86.895579
KY, Magoffin,Salyersville,37.741893,-83.063584
KY, Elliott,Sandy Hook,38.093366,-83.122628
KY, Allen,Scottsville,36.749261,-86.207621
KY, Shelby,Shelbyville,38.2068,-85.23062
KY, Bullitt,Shepherdsville,37.981425,-85.702007
KY, Livingston,Smithland,37.138794,-88.404811
KY, Pulaski,Somerset,37.082682,-84.610162
KY, Washington,Springfield,37.69391,-85.222892
KY, Lincoln,Stanford,37.532829,-84.659666
KY, Powell,Stanton,37.849199,-83.855609
KY, Spencer,Taylorsville,38.03227,-85.349486
KY, Monroe,Tompkinsville,36.701296,-85.693035
KY, Lewis,Vanceburg,38.594531,-83.323614
KY, Woodford,Versailles,38.049073,-84.724968
KY, Gallatin,Warsaw,38.783557,-84.892533
KY, Morgan,West Liberty,37.918042,-83.26741
KY, Letcher,Whitesburg,37.117754,-82.823017
KY, McCreary,Whitley City,36.722795,-84.475469
KY, Ballard,Wickliffe,36.966236,-89.0819
KY, Whitley,Williamsburg,36.738714,-84.165651
KY, Grant,Williamstown,38.639811,-84.572517
KY, Clark,Winchester,38.002364,-84.190586
KY, Trimble,Madison,38.686272,-90.101796
LA, Vermilion,Abbeville,29.975395,-92.127157
LA, Rapides,Alexandria,31.293449,-92.470189
LA, Tangipahoa,Amite City,30.732164,-90.515286
LA, Bienville,Arcadia,32.550848,-92.921373
LA, Morehouse,Bastrop,32.774858,-91.907756
LA, East Baton Rouge,Baton Rouge,30.442174,-91.130894
LA, Bossier,Benton,32.68958,-93.740132
LA, Cameron,Cameron,29.795189,-93.291532
LA, St. Bernard,Chalmette,29.944015,-89.966005
LA, East Feliciana,Clinton,30.861679,-91.015454
LA, Grant,Colfax,31.519572,-92.69974
LA, Caldwell,Columbia,32.102102,-92.076434
LA, St. James,Convent,30.015211,-90.820234
LA, Red River,Coushatta,32.025834,-93.340597
LA, St. Tammany,Covington,30.480184,-90.111826
LA, Acadia,Crowley,30.217897,-92.37484
LA, Beauregard,DeRidder,30.845003,-93.2952
LA, Ascension,Donaldsonville,30.095069,-90.992544
LA, St. John the Baptist,Edgard,30.03083,-90.544105
LA, Union,Farmerville,32.775105,-92.400519
LA, St. Mary,Franklin,29.784946,-91.509567
LA, Washington,Franklinton,30.848234,-90.145869
LA, St. Helena,Greensburg,30.82964,-90.669859
LA, Jefferson,Gretna,29.910946,-90.051721
LA, St. Charles,Hahnville,29.961289,-90.423964
